"instance" "vertices" "strategy" "iterations" "guards" "preProcTime(s)" "procTime(s)" "totalTime(s)"
"randsimple-200-29" 200 "Single Vertex" 12 28 4.52 1.28 5.79
"randsimple-300-18" 300 "All Vertices" 4 43 10.18 1.36 11.54
"randsimple-300-8" 300 "All Vertices" 6 39 10.14 1.61 11.75
"randsimple-300-23" 300 "All Vertices" 5 41 10.22 1.48 11.7
"randsimple-300-14" 300 "All Vertices" 7 46 10.43 2.57 13
"randsimple-300-24" 300 "All Vertices" 4 38 10.21 1.07 11.28
"randsimple-300-26" 300 "All Vertices" 4 45 10.13 1.35 11.48
"randsimple-300-17" 300 "All Vertices" 6 44 10.18 1.97 12.15
"randsimple-300-5" 300 "All Vertices" 5 45 10.21 1.58 11.79
"randsimple-300-21" 300 "All Vertices" 7 42 10.23 2.33 12.56
"randsimple-300-30" 300 "All Vertices" 6 39 10.28 1.73 12.01
"randsimple-300-7" 300 "All Vertices" 7 41 10.33 2.3 12.63
"randsimple-300-9" 300 "All Vertices" 4 45 10.06 1.33 11.39
"randsimple-300-12" 300 "All Vertices" 4 42 10.13 1.17 11.3
"randsimple-300-4" 300 "All Vertices" 4 38 10.27 1.14 11.41
"randsimple-300-10" 300 "All Vertices" 2 41 10.1 0.54 10.64
"randsimple-300-16" 300 "All Vertices" 6 44 10.08 1.77 11.85
"randsimple-300-29" 300 "All Vertices" 6 42 10.29 1.82 12.1
"randsimple-300-19" 300 "All Vertices" 5 42 10.06 1.47 11.54
"randsimple-300-6" 300 "All Vertices" 3 42 10.32 0.92 11.24
"randsimple-300-3" 300 "All Vertices" 5 47 10.32 1.88 12.2
"randsimple-300-27" 300 "All Vertices" 3 42 9.98 0.87 10.85
"randsimple-300-28" 300 "All Vertices" 5 44 10.01 1.6 11.61
"randsimple-300-20" 300 "All Vertices" 4 48 10.21 1.48 11.69
"randsimple-300-25" 300 "All Vertices" 6 44 10.08 2.09 12.16
"randsimple-300-15" 300 "All Vertices" 5 44 10.27 1.69 11.96
"randsimple-300-11" 300 "All Vertices" 5 40 10.3 1.55 11.85
"randsimple-300-1" 300 "All Vertices" 3 40 10.24 0.87 11.12
"randsimple-300-13" 300 "All Vertices" 5 44 10.27 1.68 11.95
"randsimple-300-2" 300 "All Vertices" 8 45 10.13 2.85 12.98
"randsimple-300-22" 300 "All Vertices" 5 40 10.3 1.49 11.8
"randsimple-300-24" 300 "Convex Vertices" 3 38 10.13 0.78 10.91
"randsimple-300-22" 300 "Convex Vertices" 6 40 10.22 1.74 11.96
"randsimple-300-18" 300 "Convex Vertices" 4 43 10.1 1.25 11.35
"randsimple-300-8" 300 "Convex Vertices" 6 39 10.08 1.58 11.66
"randsimple-300-12" 300 "Convex Vertices" 3 42 10.03 0.81 10.84
"randsimple-300-10" 300 "Convex Vertices" 6 41 10.12 1.7 11.82
"randsimple-300-25" 300 "Convex Vertices" 9 44 10 2.99 12.99
"randsimple-300-17" 300 "Convex Vertices" 6 44 10.09 1.91 12
"randsimple-300-28" 300 "Convex Vertices" 8 44 10.03 2.57 12.6
"randsimple-300-4" 300 "Convex Vertices" 5 38 10.17 1.43 11.6
"randsimple-300-3" 300 "Convex Vertices" 7 47 10.16 2.5 12.66
"randsimple-300-9" 300 "Convex Vertices" 5 45 9.98 1.58 11.56
"randsimple-300-1" 300 "Convex Vertices" 4 40 10.03 1.13 11.16
"randsimple-300-2" 300 "Convex Vertices" 8 45 10.03 2.7 12.73
"randsimple-300-15" 300 "Convex Vertices" 5 44 10.16 1.62 11.78
"randsimple-300-19" 300 "Convex Vertices" 5 42 9.98 1.46 11.44
"randsimple-300-13" 300 "Convex Vertices" 8 44 10.2 2.7 12.9
"randsimple-300-23" 300 "Convex Vertices" 4 41 10.14 1.16 11.3
"randsimple-300-6" 300 "Convex Vertices" 6 42 10.36 1.82 12.17
"randsimple-300-26" 300 "Convex Vertices" 4 45 10.05 1.28 11.34
"randsimple-300-20" 300 "Convex Vertices" 6 48 10.11 2.14 12.24
"randsimple-300-29" 300 "Convex Vertices" 6 42 10.21 1.76 11.96
"randsimple-300-7" 300 "Convex Vertices" 3 41 10.35 0.93 11.28
"randsimple-300-16" 300 "Convex Vertices" 6 44 9.98 1.69 11.68
"randsimple-300-14" 300 "Convex Vertices" 7 46 10.17 2.41 12.58
"randsimple-300-30" 300 "Convex Vertices" 7 39 10.17 1.98 12.15
"randsimple-300-5" 300 "Convex Vertices" 5 45 10.14 1.58 11.72
"randsimple-300-27" 300 "Convex Vertices" 4 42 9.93 1.19 11.12
"randsimple-300-21" 300 "Convex Vertices" 6 42 10.14 1.85 11.99
"randsimple-300-11" 300 "Convex Vertices" 4 40 10.04 1.19 11.23
"randsimple-300-7" 300 "Shadow AVPs" 1 41 13.01 0.33 13.34
"randsimple-300-26" 300 "Shadow AVPs" 1 45 12.54 0.35 12.89
"randsimple-300-19" 300 "Shadow AVPs" 1 42 12.53 0.32 12.85
"randsimple-300-10" 300 "Shadow AVPs" 1 41 12.6 0.3 12.9
"randsimple-300-12" 300 "Shadow AVPs" 1 42 12.66 0.3 12.96
"randsimple-300-2" 300 "Shadow AVPs" 1 45 13.39 0.36 13.75
"randsimple-300-4" 300 "Shadow AVPs" 1 38 12.96 0.28 13.24
"randsimple-300-17" 300 "Shadow AVPs" 1 44 12.57 0.36 12.93
"randsimple-300-21" 300 "Shadow AVPs" 1 42 12.95 0.34 13.28
"randsimple-300-25" 300 "Shadow AVPs" 1 44 12.32 0.37 12.69
"randsimple-300-11" 300 "Shadow AVPs" 1 40 12.89 0.34 13.22
"randsimple-300-22" 300 "Shadow AVPs" 1 40 12.96 0.3 13.26
"randsimple-300-23" 300 "Shadow AVPs" 1 41 12.48 0.31 12.78
"randsimple-300-20" 300 "Shadow AVPs" 1 48 12.28 0.4 12.68
"randsimple-300-8" 300 "Shadow AVPs" 1 39 12.6 0.28 12.87
"randsimple-300-24" 300 "Shadow AVPs" 1 38 12.36 0.26 12.62
"randsimple-300-14" 300 "Shadow AVPs" 1 46 13.01 0.4 13.41
"randsimple-300-30" 300 "Shadow AVPs" 1 39 12.87 0.32 13.19
"randsimple-300-1" 300 "Shadow AVPs" 1 40 12.28 0.3 12.58
"randsimple-300-29" 300 "Shadow AVPs" 1 42 12.75 0.32 13.07
"randsimple-300-16" 300 "Shadow AVPs" 1 44 12.24 0.31 12.55
"randsimple-300-3" 300 "Shadow AVPs" 1 47 13.34 0.43 13.77
"randsimple-300-18" 300 "Shadow AVPs" 1 43 12.92 0.36 13.28
"randsimple-300-28" 300 "Shadow AVPs" 1 44 12.11 0.35 12.46
"randsimple-300-27" 300 "Shadow AVPs" 1 42 12.07 0.32 12.39
"randsimple-300-6" 300 "Shadow AVPs" 1 42 13.48 0.32 13.81
"randsimple-300-5" 300 "Shadow AVPs" 1 45 12.5 0.33 12.83
"randsimple-300-9" 300 "Shadow AVPs" 1 45 12.63 0.34 12.98
"randsimple-300-15" 300 "Shadow AVPs" 1 44 12.58 0.35 12.94
"randsimple-300-13" 300 "Shadow AVPs" 1 44 12.77 0.34 13.11
"randsimple-300-29" 300 "Single Vertex" 15 42 10.14 2.4 12.54
"randsimple-300-24" 300 "Single Vertex" 17 38 10.06 2.4 12.46
"randsimple-300-6" 300 "Single Vertex" 20 42 10.18 3.94 14.11
"randsimple-300-4" 300 "Single Vertex" 20 38 10.1 2.34 12.44
"randsimple-300-10" 300 "Single Vertex" 12 41 9.98 2.12 12.1
"randsimple-300-8" 300 "Single Vertex" 24 39 10 4.02 14.02
"randsimple-300-1" 300 "Single Vertex" 25 40 10.01 3.95 13.96
"randsimple-300-2" 300 "Single Vertex" 17 45 10.04 3.73 13.76
"randsimple-300-25" 300 "Single Vertex" 25 44 9.94 3.67 13.62
"randsimple-300-5" 300 "Single Vertex" 15 45 10.08 2.86 12.94
"randsimple-300-13" 300 "Single Vertex" 25 44 10.15 4.64 14.79
"randsimple-300-16" 300 "Single Vertex" 20 44 9.94 3.57 13.51
"randsimple-300-20" 300 "Single Vertex" 19 48 10.04 3.34 13.38
"randsimple-300-28" 300 "Single Vertex" 19 44 9.92 3.76 13.67
"randsimple-300-9" 300 "Single Vertex" 21 45 9.92 4.16 14.08
"randsimple-300-11" 300 "Single Vertex" 18 40 10 2.91 12.91
"randsimple-300-12" 300 "Single Vertex" 22 42 10.06 3.16 13.22
"randsimple-300-19" 300 "Single Vertex" 19 42 9.92 2.72 12.64
"randsimple-300-23" 300 "Single Vertex" 15 41 10.09 2.65 12.74
"randsimple-300-22" 300 "Single Vertex" 14 40 10.14 2.3 12.44
"randsimple-300-7" 300 "Single Vertex" 12 41 10.17 2.36 12.52
"randsimple-300-15" 300 "Single Vertex" 15 44 10.11 2.96 13.06
"randsimple-300-3" 300 "Single Vertex" 20 47 10.07 4 14.07
"randsimple-300-18" 300 "Single Vertex" 18 43 10.04 3.92 13.96
"randsimple-300-27" 300 "Single Vertex" 15 42 10 2.12 12.12
"randsimple-300-21" 300 "Single Vertex" 16 42 10.08 2.47 12.55
"randsimple-300-17" 300 "Single Vertex" 24 44 10.02 3.15 13.18
"randsimple-300-14" 300 "Single Vertex" 13 46 10.1 2.86 12.96
"randsimple-300-30" 300 "Single Vertex" 12 39 10.12 1.92 12.03
"randsimple-300-26" 300 "Single Vertex" 22 45 9.97 4.12 14.1
"randsimple-400-6" 400 "All Vertices" 9 54 17.69 4.88 22.57
"randsimple-400-30" 400 "All Vertices" 5 58 17.7 2.55 20.25
"randsimple-400-5" 400 "All Vertices" 5 54 17.87 2.92 20.79
"randsimple-400-28" 400 "All Vertices" 4 56 17.63 1.92 19.56
"randsimple-400-24" 400 "All Vertices" 6 57 17.48 3.3 20.77
"randsimple-400-21" 400 "All Vertices" 7 63 17.67 4.3 21.96
"randsimple-400-17" 400 "All Vertices" 5 56 17.34 2.61 19.95
"randsimple-400-8" 400 "All Vertices" 6 56 17.79 3.24 21.03
"randsimple-400-22" 400 "All Vertices" 4 60 17.86 2.28 20.14
"randsimple-400-3" 400 "All Vertices" 4 54 17.71 2.03 19.73
"randsimple-400-19" 400 "All Vertices" 4 66 17.6 2.54 20.14
"randsimple-400-16" 400 "All Vertices" 6 58 17.91 3.47 21.38
"randsimple-400-25" 400 "All Vertices" 7 58 17.83 3.49 21.32
"randsimple-400-7" 400 "All Vertices" 7 55 17.63 3.85 21.48
"randsimple-400-1" 400 "All Vertices" 6 57 18.03 3.4 21.42
"randsimple-400-9" 400 "All Vertices" 5 57 17.87 2.96 20.83
"randsimple-400-23" 400 "All Vertices" 6 53 17.83 2.66 20.49
"randsimple-400-13" 400 "All Vertices" 5 58 17.44 2.69 20.13
"randsimple-400-10" 400 "All Vertices" 5 55 17.77 2.75 20.51
"randsimple-400-18" 400 "All Vertices" 5 53 17.43 2.43 19.86
"randsimple-400-4" 400 "All Vertices" 5 55 17.89 2.67 20.57
"randsimple-400-12" 400 "All Vertices" 4 61 17.51 2.34 19.85
"randsimple-400-2" 400 "All Vertices" 6 56 17.75 3.18 20.93
"randsimple-400-29" 400 "All Vertices" 5 53 17.68 2.64 20.32
"randsimple-400-15" 400 "All Vertices" 10 57 17.49 5.97 23.47
"randsimple-400-14" 400 "All Vertices" 6 54 17.79 3.02 20.81
"randsimple-400-26" 400 "All Vertices" 6 57 17.48 3.32 20.8
"randsimple-400-20" 400 "All Vertices" 6 57 18.08 3.38 21.46
"randsimple-400-11" 400 "All Vertices" 5 52 17.44 2.17 19.61
"randsimple-400-27" 400 "All Vertices" 5 59 17.96 3.02 20.98
"randsimple-400-30" 400 "Convex Vertices" 3 58 17.63 1.46 19.09
"randsimple-400-11" 400 "Convex Vertices" 8 52 17.31 3.43 20.74
"randsimple-400-2" 400 "Convex Vertices" 6 56 17.82 3.23 21.05
"randsimple-400-5" 400 "Convex Vertices" 5 54 17.69 2.76 20.45
"randsimple-400-16" 400 "Convex Vertices" 7 58 17.76 3.86 21.62
"randsimple-400-4" 400 "Convex Vertices" 5 55 17.81 2.67 20.48
"randsimple-400-28" 400 "Convex Vertices" 4 56 17.57 1.85 19.42
"randsimple-400-20" 400 "Convex Vertices" 6 57 17.75 3.25 21
"randsimple-400-18" 400 "Convex Vertices" 6 53 17.31 2.76 20.07
"randsimple-400-8" 400 "Convex Vertices" 9 56 17.67 4.68 22.35
"randsimple-400-9" 400 "Convex Vertices" 5 57 17.47 2.8 20.27
"randsimple-400-17" 400 "Convex Vertices" 7 56 17.27 3.63 20.9
"randsimple-400-12" 400 "Convex Vertices" 7 61 17.3 4.09 21.39
"randsimple-400-29" 400 "Convex Vertices" 5 53 17.62 2.53 20.15
"randsimple-400-15" 400 "Convex Vertices" 9 57 17.4 5.19 22.59
"randsimple-400-19" 400 "Convex Vertices" 4 66 17.42 2.53 19.95
"randsimple-400-14" 400 "Convex Vertices" 6 54 17.63 2.92 20.55
"randsimple-400-3" 400 "Convex Vertices" 3 54 17.49 1.46 18.95
"randsimple-400-21" 400 "Convex Vertices" 9 63 17.49 5.39 22.87
"randsimple-400-22" 400 "Convex Vertices" 5 60 17.74 2.77 20.51
"randsimple-400-24" 400 "Convex Vertices" 6 57 17.59 3.09 20.68
"randsimple-400-25" 400 "Convex Vertices" 7 58 17.37 3.3 20.67
"randsimple-400-1" 400 "Convex Vertices" 6 57 17.59 3.22 20.8
"randsimple-400-26" 400 "Convex Vertices" 10 57 17.77 5.11 22.88
"randsimple-400-23" 400 "Convex Vertices" 4 53 17.73 1.71 19.44
"randsimple-400-10" 400 "Convex Vertices" 9 55 17.62 4.98 22.6
"randsimple-400-7" 400 "Convex Vertices" 7 55 17.55 3.77 21.32
"randsimple-400-27" 400 "Convex Vertices" 5 59 17.87 2.83 20.7
"randsimple-400-6" 400 "Convex Vertices" 9 54 17.55 4.74 22.29
"randsimple-400-13" 400 "Convex Vertices" 6 58 17.26 3.08 20.34
"randsimple-400-22" 400 "Shadow AVPs" 1 60 21.18 0.59 21.77
"randsimple-400-26" 400 "Shadow AVPs" 1 57 20.89 0.61 21.5
"randsimple-400-12" 400 "Shadow AVPs" 1 61 20.7 0.6 21.31
"randsimple-400-11" 400 "Shadow AVPs" 1 52 21.18 0.46 21.63
"randsimple-400-23" 400 "Shadow AVPs" 1 53 21.72 0.46 22.18
"randsimple-400-18" 400 "Shadow AVPs" 1 53 20.6 0.47 21.07
"randsimple-400-20" 400 "Shadow AVPs" 1 57 22 0.6 22.6
"randsimple-400-6" 400 "Shadow AVPs" 1 54 21.8 0.58 22.38
"randsimple-400-9" 400 "Shadow AVPs" 1 57 21.72 0.58 22.3
"randsimple-400-24" 400 "Shadow AVPs" 1 57 21.22 0.56 21.77
"randsimple-400-3" 400 "Shadow AVPs" 1 54 21.26 0.51 21.77
"randsimple-400-30" 400 "Shadow AVPs" 1 58 20.78 0.57 21.35
"randsimple-400-1" 400 "Shadow AVPs" 1 57 21.5 0.57 22.07
"randsimple-400-16" 400 "Shadow AVPs" 1 58 21.67 0.58 22.25
"randsimple-400-5" 400 "Shadow AVPs" 1 54 22.57 0.62 23.19
"randsimple-400-8" 400 "Shadow AVPs" 1 56 21.79 0.59 22.39
"randsimple-400-2" 400 "Shadow AVPs" 1 56 21.24 0.56 21.8
"randsimple-400-19" 400 "Shadow AVPs" 1 66 21.83 0.74 22.57
"randsimple-400-29" 400 "Shadow AVPs" 1 53 21.32 0.54 21.85
"randsimple-400-28" 400 "Shadow AVPs" 1 56 20.59 0.5 21.1
"randsimple-400-15" 400 "Shadow AVPs" 1 57 21.43 0.66 22.1
"randsimple-400-27" 400 "Shadow AVPs" 1 59 21.94 0.63 22.57
"randsimple-400-13" 400 "Shadow AVPs" 1 58 20.51 0.55 21.06
"randsimple-400-7" 400 "Shadow AVPs" 1 55 21.54 0.57 22.11
"randsimple-400-4" 400 "Shadow AVPs" 1 55 22.78 0.59 23.37
"randsimple-400-10" 400 "Shadow AVPs" 1 55 21.85 0.58 22.43
"randsimple-400-21" 400 "Shadow AVPs" 1 63 21.17 0.62 21.79
"randsimple-400-14" 400 "Shadow AVPs" 1 54 21.81 0.51 22.32
"randsimple-400-17" 400 "Shadow AVPs" 1 56 21.06 0.54 21.6
"randsimple-400-25" 400 "Shadow AVPs" 1 58 20.66 0.51 21.17
"randsimple-400-15" 400 "Single Vertex" 23 57 17.49 6.46 23.96
"randsimple-400-27" 400 "Single Vertex" 31 59 17.73 9.81 27.53
"randsimple-400-12" 400 "Single Vertex" 28 61 17.18 7.98 25.16
"randsimple-400-9" 400 "Single Vertex" 13 57 17.34 4.19 21.53
"randsimple-400-21" 400 "Single Vertex" 13 63 17.36 3.81 21.17
"randsimple-400-23" 400 "Single Vertex" 16 53 17.54 4.23 21.77
"randsimple-400-4" 400 "Single Vertex" 20 55 17.61 5.8 23.41
"randsimple-400-20" 400 "Single Vertex" 25 57 17.63 7.01 24.64
"randsimple-400-19" 400 "Single Vertex" 25 66 17.53 7.84 25.36
"randsimple-400-24" 400 "Single Vertex" 23 57 17.23 7.55 24.78
"randsimple-400-18" 400 "Single Vertex" 20 53 17.37 5.14 22.51
"randsimple-400-8" 400 "Single Vertex" 21 56 17.46 6.3 23.75
"randsimple-400-13" 400 "Single Vertex" 25 58 17.13 8.32 25.45
"randsimple-400-22" 400 "Single Vertex" 24 60 17.58 7.31 24.89
"randsimple-400-28" 400 "Single Vertex" 17 56 17.39 4.33 21.72
"randsimple-400-6" 400 "Single Vertex" 23 54 17.39 4.94 22.33
"randsimple-400-2" 400 "Single Vertex" 18 56 17.47 3.98 21.45
"randsimple-400-11" 400 "Single Vertex" 23 52 17.16 4.99 22.15
"randsimple-400-16" 400 "Single Vertex" 18 58 17.75 5.75 23.5
"randsimple-400-5" 400 "Single Vertex" 19 54 17.61 4.35 21.96
"randsimple-400-26" 400 "Single Vertex" 29 57 17.25 9.06 26.31
"randsimple-400-29" 400 "Single Vertex" 22 53 17.44 5.72 23.16
"randsimple-400-30" 400 "Single Vertex" 16 58 17.48 5.33 22.81
"randsimple-400-14" 400 "Single Vertex" 21 54 17.53 6.37 23.89
"randsimple-400-1" 400 "Single Vertex" 26 57 17.47 5.99 23.46
"randsimple-400-25" 400 "Single Vertex" 24 58 17.23 5.1 22.33
"randsimple-400-17" 400 "Single Vertex" 19 56 17.05 5.64 22.69
"randsimple-400-3" 400 "Single Vertex" 30 54 17.35 6.46 23.81
"randsimple-400-7" 400 "Single Vertex" 16 55 17.37 4.58 21.95
"randsimple-400-10" 400 "Single Vertex" 28 55 17.65 7.56 25.21
"randsimple-500-6" 500 "All Vertices" 6 73 28.32 5.32 33.64
"randsimple-500-7" 500 "All Vertices" 6 67 27.69 4.75 32.45
"randsimple-500-13" 500 "All Vertices" 5 72 28.14 4.44 32.58
"randsimple-500-8" 500 "All Vertices" 5 73 28.2 4.68 32.88
"randsimple-500-16" 500 "All Vertices" 6 66 27.59 4.54 32.14
"randsimple-500-30" 500 "All Vertices" 5 69 27.59 4.06 31.65
"randsimple-500-17" 500 "All Vertices" 5 68 27.88 3.85 31.73
"randsimple-500-26" 500 "All Vertices" 7 72 28.61 5.59 34.2
"randsimple-500-15" 500 "All Vertices" 8 70 27.7 6.26 33.95
"randsimple-500-21" 500 "All Vertices" 5 70 27.68 4.04 31.72
"randsimple-500-23" 500 "All Vertices" 5 65 28.11 3.97 32.08
"randsimple-500-11" 500 "All Vertices" 8 73 27.56 7.03 34.59
"randsimple-500-27" 500 "All Vertices" 7 70 27.99 5.84 33.83
"randsimple-500-2" 500 "All Vertices" 5 70 27.48 3.73 31.21
"randsimple-500-22" 500 "All Vertices" 4 76 27.99 3.28 31.27
"randsimple-500-9" 500 "All Vertices" 5 67 27.65 3.86 31.51
"randsimple-500-3" 500 "All Vertices" 5 65 27.84 3.83 31.67
"randsimple-500-20" 500 "All Vertices" 7 72 28.35 5.75 34.09
"randsimple-500-5" 500 "All Vertices" 5 69 27.97 3.95 31.92
"randsimple-500-25" 500 "All Vertices" 4 69 27.92 2.94 30.86
"randsimple-500-18" 500 "All Vertices" 5 70 27.59 3.78 31.37
"randsimple-500-19" 500 "All Vertices" 4 69 27.86 3.16 31.01
"randsimple-500-4" 500 "All Vertices" 4 64 28.18 3.11 31.29
"randsimple-500-10" 500 "All Vertices" 4 65 27.89 2.82 30.71
"randsimple-500-28" 500 "All Vertices" 5 71 27.97 4.13 32.1
"randsimple-500-29" 500 "All Vertices" 8 72 27.81 6.51 34.32
"randsimple-500-12" 500 "All Vertices" 6 73 27.87 5.05 32.92
"randsimple-500-1" 500 "All Vertices" 8 74 27.85 6.99 34.84
"randsimple-500-24" 500 "All Vertices" 7 71 28.12 5.59 33.71
"randsimple-500-14" 500 "All Vertices" 8 75 27.95 7.04 34.99
"randsimple-500-3" 500 "Convex Vertices" 5 65 27.5 3.75 31.25
"randsimple-500-19" 500 "Convex Vertices" 5 69 28.09 3.94 32.02
"randsimple-500-10" 500 "Convex Vertices" 5 65 27.68 3.53 31.21
"randsimple-500-6" 500 "Convex Vertices" 6 73 27.94 4.96 32.9
"randsimple-500-16" 500 "Convex Vertices" 8 66 27.4 5.91 33.31
"randsimple-500-14" 500 "Convex Vertices" 8 75 27.69 6.66 34.35
"randsimple-500-26" 500 "Convex Vertices" 8 72 28.1 6.22 34.32
"randsimple-500-2" 500 "Convex Vertices" 5 70 27.29 3.63 30.92
"randsimple-500-15" 500 "Convex Vertices" 10 70 27.71 7.71 35.42
"randsimple-500-28" 500 "Convex Vertices" 7 71 27.65 5.74 33.39
"randsimple-500-27" 500 "Convex Vertices" 6 70 27.71 4.79 32.49
"randsimple-500-22" 500 "Convex Vertices" 5 76 27.64 4.08 31.72
"randsimple-500-21" 500 "Convex Vertices" 7 70 27.37 5.66 33.03
"randsimple-500-18" 500 "Convex Vertices" 7 70 27.39 5.22 32.61
"randsimple-500-29" 500 "Convex Vertices" 5 72 27.49 3.86 31.36
"randsimple-500-11" 500 "Convex Vertices" 7 73 27.76 5.81 33.57
"randsimple-500-7" 500 "Convex Vertices" 7 67 27.31 5.5 32.82
"randsimple-500-24" 500 "Convex Vertices" 10 71 28.05 7.72 35.77
"randsimple-500-8" 500 "Convex Vertices" 4 73 27.93 3.59 31.52
"randsimple-500-1" 500 "Convex Vertices" 7 74 27.67 5.83 33.5
"randsimple-500-25" 500 "Convex Vertices" 6 69 27.63 4.35 31.98
"randsimple-500-20" 500 "Convex Vertices" 6 72 28.03 4.76 32.79
"randsimple-500-30" 500 "Convex Vertices" 7 69 27.35 5.56 32.9
"randsimple-500-13" 500 "Convex Vertices" 7 72 27.92 5.99 33.91
"randsimple-500-9" 500 "Convex Vertices" 5 67 27.32 3.63 30.95
"randsimple-500-23" 500 "Convex Vertices" 6 65 27.91 4.46 32.38
"randsimple-500-12" 500 "Convex Vertices" 4 73 27.69 3.26 30.95
"randsimple-500-17" 500 "Convex Vertices" 4 68 27.64 2.99 30.63
"randsimple-500-5" 500 "Convex Vertices" 5 69 27.89 3.85 31.74
"randsimple-500-4" 500 "Convex Vertices" 7 64 27.91 5.18 33.09
"randsimple-500-28" 500 "Shadow AVPs" 1 71 33.53 0.84 34.37
"randsimple-500-3" 500 "Shadow AVPs" 1 65 32.83 0.78 33.62
"randsimple-500-4" 500 "Shadow AVPs" 1 64 34.45 0.81 35.26
"randsimple-500-20" 500 "Shadow AVPs" 1 72 33.15 0.9 34.05
"randsimple-500-9" 500 "Shadow AVPs" 1 67 32.57 0.79 33.36
"randsimple-500-8" 500 "Shadow AVPs" 1 73 33.33 0.94 34.27
"randsimple-500-26" 500 "Shadow AVPs" 1 72 32.38 0.83 33.21
"randsimple-500-25" 500 "Shadow AVPs" 1 69 32.97 0.84 33.81
"randsimple-500-23" 500 "Shadow AVPs" 1 65 33.93 0.82 34.75
"randsimple-500-7" 500 "Shadow AVPs" 1 67 33.15 0.84 33.99
"randsimple-500-1" 500 "Shadow AVPs" 1 74 33.11 0.94 34.05
"randsimple-500-10" 500 "Shadow AVPs" 1 65 32.63 0.74 33.37
"randsimple-500-24" 500 "Shadow AVPs" 1 71 33.1 0.86 33.96
"randsimple-500-2" 500 "Shadow AVPs" 1 70 31.78 0.85 32.63
"randsimple-500-29" 500 "Shadow AVPs" 1 72 31.95 0.85 32.8
"randsimple-500-15" 500 "Shadow AVPs" 1 70 32.86 0.84 33.7
"randsimple-500-14" 500 "Shadow AVPs" 1 75 32.93 0.92 33.85
"randsimple-500-18" 500 "Shadow AVPs" 1 70 31.93 0.78 32.71
"randsimple-500-13" 500 "Shadow AVPs" 1 72 32.92 0.94 33.85
"randsimple-500-12" 500 "Shadow AVPs" 1 73 32.46 0.93 33.39
"randsimple-500-19" 500 "Shadow AVPs" 1 69 33.02 0.86 33.88
"randsimple-500-22" 500 "Shadow AVPs" 1 76 32.15 0.93 33.08
"randsimple-500-11" 500 "Shadow AVPs" 1 73 32.23 0.92 33.15
"randsimple-500-30" 500 "Shadow AVPs" 1 69 33.23 0.9 34.13
"randsimple-500-27" 500 "Shadow AVPs" 1 70 32.63 0.94 33.57
"randsimple-500-21" 500 "Shadow AVPs" 1 70 32.73 0.84 33.56
"randsimple-500-5" 500 "Shadow AVPs" 1 69 33.03 0.82 33.85
"randsimple-500-17" 500 "Shadow AVPs" 1 68 33.09 0.78 33.88
"randsimple-500-16" 500 "Shadow AVPs" 1 66 32.81 0.82 33.63
"randsimple-500-6" 500 "Shadow AVPs" 1 73 34.44 0.97 35.41
"randsimple-500-20" 500 "Single Vertex" 21 72 27.89 8.69 36.58
"randsimple-500-19" 500 "Single Vertex" 30 69 27.57 12.69 40.26
"randsimple-500-24" 500 "Single Vertex" 24 71 27.68 9.1 36.77
"randsimple-500-27" 500 "Single Vertex" 22 70 27.48 8.98 36.46
"randsimple-500-13" 500 "Single Vertex" 21 72 27.79 11.43 39.21
"randsimple-500-10" 500 "Single Vertex" 22 65 27.4 7.6 35
"randsimple-500-22" 500 "Single Vertex" 19 76 27.43 10.24 37.66
"randsimple-500-3" 500 "Single Vertex" 24 65 27.38 11.15 38.53
"randsimple-500-17" 500 "Single Vertex" 18 68 27.48 8.07 35.55
"randsimple-500-8" 500 "Single Vertex" 24 73 27.73 9.99 37.71
"randsimple-500-23" 500 "Single Vertex" 21 65 27.61 7.43 35.05
"randsimple-500-18" 500 "Single Vertex" 22 70 27.25 9.76 37.01
"randsimple-500-16" 500 "Single Vertex" 21 66 27.35 9.13 36.48
"randsimple-500-7" 500 "Single Vertex" 27 67 27.8 9.42 37.22
"randsimple-500-11" 500 "Single Vertex" 26 73 27.16 12.36 39.51
"randsimple-500-30" 500 "Single Vertex" 26 69 27.22 8.53 35.75
"randsimple-500-4" 500 "Single Vertex" 19 64 27.78 7.21 34.99
"randsimple-500-26" 500 "Single Vertex" 19 72 27.52 8.68 36.2
"randsimple-500-21" 500 "Single Vertex" 21 70 27.18 8.28 35.46
"randsimple-500-12" 500 "Single Vertex" 27 73 28.01 11.89 39.91
"randsimple-500-15" 500 "Single Vertex" 30 70 27.3 12.92 40.22
"randsimple-500-2" 500 "Single Vertex" 30 70 27.1 11.39 38.49
"randsimple-500-1" 500 "Single Vertex" 28 74 27.53 11.94 39.47
"randsimple-500-29" 500 "Single Vertex" 24 72 27.29 8.22 35.51
"randsimple-500-5" 500 "Single Vertex" 26 69 27.47 7.4 34.87
"randsimple-500-25" 500 "Single Vertex" 22 69 27.66 9.47 37.13
"randsimple-500-14" 500 "Single Vertex" 30 75 27.55 13.53 41.09
"randsimple-500-28" 500 "Single Vertex" 21 71 27.59 10.52 38.1
"randsimple-500-9" 500 "Single Vertex" 27 67 27.22 9.92 37.13
"randsimple-500-6" 500 "Single Vertex" 31 73 27.81 13.5 41.3
"randsimple-600-21" 600 "All Vertices" 5 78 39.18 5.29 44.47
