"instance" "vertices" "strategy" "iterations" "guards" "preProcTime(s)" "procTime(s)" "totalTime(s)"
"randsimple-900-24" 900 "All Vertices" 7 126 89.57 17.55 107.12
"randsimple-900-9" 900 "All Vertices" 9 125 88.97 23.98 112.95
"randsimple-900-28" 900 "All Vertices" 7 130 89.57 18.55 108.11
"randsimple-900-3" 900 "All Vertices" 6 123 88.17 15.3 103.47
"randsimple-900-29" 900 "All Vertices" 8 128 89.06 20.85 109.9
"randsimple-900-14" 900 "All Vertices" 9 124 88.11 22.39 110.5
"randsimple-900-7" 900 "All Vertices" 5 123 89.38 12.35 101.73
"randsimple-900-16" 900 "All Vertices" 6 125 88.6 15.14 103.74
"randsimple-900-12" 900 "All Vertices" 5 121 89.27 12.67 101.94
"randsimple-900-10" 900 "All Vertices" 7 129 88.52 17.46 105.98
"randsimple-900-25" 900 "All Vertices" 9 131 88.65 23.21 111.86
"randsimple-900-15" 900 "All Vertices" 7 124 88.64 17.97 106.61
"randsimple-900-30" 900 "All Vertices" 5 119 88.47 11.98 100.45
"randsimple-900-23" 900 "All Vertices" 6 122 89.22 14.84 104.06
"randsimple-900-22" 900 "All Vertices" 7 126 88.79 17 105.79
"randsimple-900-5" 900 "All Vertices" 7 122 89.56 16.91 106.48
"randsimple-900-11" 900 "All Vertices" 7 126 88.91 16.07 104.97
"randsimple-900-17" 900 "All Vertices" 7 135 88.04 19.06 107.1
"randsimple-900-20" 900 "All Vertices" 5 115 89.61 11.3 100.91
"randsimple-900-1" 900 "All Vertices" 7 126 89.73 17.66 107.38
"randsimple-900-2" 900 "All Vertices" 5 128 88.38 12.12 100.49
"randsimple-900-8" 900 "All Vertices" 7 126 88.17 18.01 106.18
"randsimple-900-27" 900 "All Vertices" 6 128 88.36 14.66 103.02
"randsimple-900-18" 900 "All Vertices" 8 121 90.01 19.68 109.69
"randsimple-900-21" 900 "All Vertices" 6 124 88.74 15.13 103.87
"randsimple-900-19" 900 "All Vertices" 5 126 87.09 12.36 99.46
"randsimple-900-13" 900 "All Vertices" 6 119 88.71 13.85 102.56
"randsimple-900-5" 900 "Convex Vertices" 6 122 88.95 14.33 103.28
"randsimple-900-30" 900 "Convex Vertices" 6 119 87.98 14.02 102
"randsimple-900-28" 900 "Convex Vertices" 7 130 88.77 18.03 106.8
"randsimple-900-16" 900 "Convex Vertices" 7 125 89.04 17.39 106.43
"randsimple-900-2" 900 "Convex Vertices" 6 128 87.97 14.55 102.53
"randsimple-900-18" 900 "Convex Vertices" 7 121 89.42 16.59 106.01
"randsimple-900-8" 900 "Convex Vertices" 5 126 87.49 12.26 99.75
"randsimple-900-13" 900 "Convex Vertices" 7 119 87.91 15.69 103.6
"randsimple-900-25" 900 "Convex Vertices" 7 131 87.69 17.67 105.37
"randsimple-900-21" 900 "Convex Vertices" 7 124 87.82 17.22 105.04
"randsimple-900-9" 900 "Convex Vertices" 6 125 88.11 15.33 103.43
"randsimple-900-1" 900 "Convex Vertices" 9 126 87.91 22.41 110.32
"randsimple-900-11" 900 "Convex Vertices" 11 126 88.38 25.43 113.81
"randsimple-900-29" 900 "Convex Vertices" 6 128 88.63 14.93 103.56
"randsimple-900-17" 900 "Convex Vertices" 5 135 87.36 12.66 100.02
"randsimple-900-19" 900 "Convex Vertices" 5 126 86.38 11.56 97.94
"randsimple-900-23" 900 "Convex Vertices" 6 122 88.82 14.51 103.33
"randsimple-900-6" 900 "Convex Vertices" 8 130 88.66 20.51 109.16
"randsimple-900-15" 900 "Convex Vertices" 8 124 87.95 20.3 108.25
"randsimple-900-12" 900 "Convex Vertices" 6 121 88.38 14.07 102.45
"randsimple-900-27" 900 "Convex Vertices" 8 128 89.35 19.14 108.49
"randsimple-900-14" 900 "Convex Vertices" 8 124 87.71 19.43 107.14
"randsimple-900-20" 900 "Convex Vertices" 6 115 88.65 13.78 102.43
"randsimple-900-4" 900 "Convex Vertices" 7 133 87.51 18.95 106.46
"randsimple-900-3" 900 "Convex Vertices" 10 123 87.43 25.45 112.88
"randsimple-900-10" 900 "Convex Vertices" 5 129 88 12.29 100.29
"randsimple-900-24" 900 "Convex Vertices" 6 126 88.99 14.52 103.51
"randsimple-900-22" 900 "Convex Vertices" 8 126 87.74 18.93 106.68
"randsimple-900-7" 900 "Convex Vertices" 6 123 88.46 14.38 102.85
"randsimple-900-26" 900 "Convex Vertices" 8 118 87.52 18.05 105.58
"randsimple-900-28" 900 "Shadow AVPs" 1 130 101.21 2.74 103.95
"randsimple-900-2" 900 "Shadow AVPs" 1 128 98.25 2.58 100.83
"randsimple-900-17" 900 "Shadow AVPs" 1 135 97.91 2.95 100.85
"randsimple-900-9" 900 "Shadow AVPs" 1 125 101.53 2.78 104.32
"randsimple-900-14" 900 "Shadow AVPs" 1 124 100.39 2.56 102.95
"randsimple-900-12" 900 "Shadow AVPs" 1 121 101.54 2.63 104.17
"randsimple-900-16" 900 "Shadow AVPs" 1 125 99.39 2.71 102.09
"randsimple-900-3" 900 "Shadow AVPs" 1 123 100.9 2.7 103.6
"randsimple-900-4" 900 "Shadow AVPs" 1 133 101.21 2.89 104.1
"randsimple-900-11" 900 "Shadow AVPs" 1 126 98.65 2.49 101.14
"randsimple-900-5" 900 "Shadow AVPs" 1 122 101.67 2.61 104.28
"randsimple-900-25" 900 "Shadow AVPs" 1 131 100.93 2.89 103.83
"randsimple-900-15" 900 "Shadow AVPs" 1 124 100.65 2.76 103.41
"randsimple-900-10" 900 "Shadow AVPs" 1 129 99.48 2.69 102.17
"randsimple-900-7" 900 "Shadow AVPs" 1 123 100.78 2.44 103.21
"randsimple-900-6" 900 "Shadow AVPs" 1 130 101.27 2.87 104.14
"randsimple-900-26" 900 "Shadow AVPs" 1 118 99.51 2.53 102.04
"randsimple-900-24" 900 "Shadow AVPs" 1 126 101.59 2.66 104.26
"randsimple-900-13" 900 "Shadow AVPs" 1 119 99.3 2.33 101.63
"randsimple-900-22" 900 "Shadow AVPs" 1 126 99.72 2.59 102.31
"randsimple-900-29" 900 "Shadow AVPs" 1 128 100.13 2.75 102.89
"randsimple-900-21" 900 "Shadow AVPs" 1 124 101.25 2.86 104.11
"randsimple-900-20" 900 "Shadow AVPs" 1 115 102.16 2.39 104.55
"randsimple-900-27" 900 "Shadow AVPs" 1 128 98.27 2.57 100.85
"randsimple-900-1" 900 "Shadow AVPs" 1 126 99.93 2.72 102.65
"randsimple-900-19" 900 "Shadow AVPs" 1 126 97.05 2.57 99.63
"randsimple-900-23" 900 "Shadow AVPs" 1 122 102.24 2.68 104.92
"randsimple-900-8" 900 "Shadow AVPs" 1 126 101.5 2.72 104.22
"randsimple-900-30" 900 "Shadow AVPs" 1 119 102.77 2.63 105.4
"randsimple-900-18" 900 "Shadow AVPs" 1 121 102.27 2.61 104.88
"randsimple-900-20" 900 "Single Vertex" 32 115 88.76 35.17 123.93
"randsimple-900-24" 900 "Single Vertex" 36 126 88.55 35.21 123.76
"randsimple-900-5" 900 "Single Vertex" 32 122 88.44 39.08 127.52
"randsimple-900-18" 900 "Single Vertex" 28 121 88.56 36.28 124.84
"randsimple-900-15" 900 "Single Vertex" 38 124 87.3 32.53 119.83
"randsimple-900-14" 900 "Single Vertex" 48 124 86.92 48.26 135.17
"randsimple-900-30" 900 "Single Vertex" 24 119 87.34 29.73 117.07
"randsimple-900-3" 900 "Single Vertex" 25 123 87.45 33.47 120.92
"randsimple-900-17" 900 "Single Vertex" 33 135 86.73 42.81 129.54
"randsimple-900-29" 900 "Single Vertex" 31 128 87.85 43.97 131.82
"randsimple-900-10" 900 "Single Vertex" 44 129 87.12 45.38 132.5
"randsimple-900-26" 900 "Single Vertex" 28 118 88.63 30.95 119.58
"randsimple-900-11" 900 "Single Vertex" 29 126 87.93 30.97 118.9
"randsimple-900-22" 900 "Single Vertex" 27 126 87.36 27.99 115.34
"randsimple-900-23" 900 "Single Vertex" 51 122 87.85 60.41 148.25
"randsimple-900-12" 900 "Single Vertex" 42 121 87.69 46.86 134.55
"randsimple-900-16" 900 "Single Vertex" 24 125 87.01 27.41 114.42
"randsimple-900-2" 900 "Single Vertex" 32 128 87.45 40.43 127.88
"randsimple-900-4" 900 "Single Vertex" 31 133 87.03 43.77 130.8
"randsimple-900-9" 900 "Single Vertex" 44 125 87.87 41.08 128.95
"randsimple-900-27" 900 "Single Vertex" 38 128 86.87 46.47 133.34
"randsimple-900-1" 900 "Single Vertex" 33 126 87.3 37.92 125.22
"randsimple-900-13" 900 "Single Vertex" 26 119 87 24.93 111.93
"randsimple-900-7" 900 "Single Vertex" 49 123 88.06 49.65 137.71
"randsimple-900-8" 900 "Single Vertex" 33 126 87.11 44.53 131.64
"randsimple-900-25" 900 "Single Vertex" 31 131 87.32 41.57 128.88
"randsimple-900-28" 900 "Single Vertex" 25 130 88.23 29.66 117.88
"randsimple-900-21" 900 "Single Vertex" 40 124 87.37 50.16 137.53
"randsimple-900-6" 900 "Single Vertex" 33 130 87.43 48.34 135.77
"randsimple-900-19" 900 "Single Vertex" 54 126 85.84 50.57 136.41
"randsimple-1000-15" 1000 "All Vertices" 10 144 111.77 34.04 145.81
"randsimple-1000-4" 1000 "All Vertices" 5 140 108.26 16.71 124.96
"randsimple-1000-7" 1000 "All Vertices" 9 137 110.23 28.91 139.13
"randsimple-1000-14" 1000 "All Vertices" 6 134 114.64 19.91 134.54
"randsimple-1000-6" 1000 "All Vertices" 6 146 120.54 21.38 141.92
"randsimple-1000-17" 1000 "All Vertices" 6 135 110.07 19.06 129.13
"randsimple-1000-22" 1000 "All Vertices" 6 137 111.44 18.29 129.72
"randsimple-1000-23" 1000 "All Vertices" 6 135 108.26 17.27 125.53
"randsimple-1000-25" 1000 "All Vertices" 6 143 108.64 19.71 128.34
"randsimple-1000-11" 1000 "All Vertices" 7 142 117.49 22.73 140.22
"randsimple-1000-10" 1000 "All Vertices" 7 137 110.95 22.24 133.19
"randsimple-1000-3" 1000 "All Vertices" 7 144 109.3 22.76 132.06
"randsimple-1000-21" 1000 "All Vertices" 8 135 110.22 25.25 135.47
"randsimple-1000-28" 1000 "All Vertices" 9 140 108.9 27.35 136.25
"randsimple-1000-18" 1000 "All Vertices" 9 140 112.92 29.27 142.18
"randsimple-1000-27" 1000 "All Vertices" 5 142 108.79 15.9 124.69
"randsimple-1000-9" 1000 "All Vertices" 9 134 109.34 27.89 137.23
"randsimple-1000-19" 1000 "All Vertices" 7 140 111.04 21.53 132.57
"randsimple-1000-1" 1000 "All Vertices" 6 136 112.51 19.49 131.99
"randsimple-1000-26" 1000 "All Vertices" 5 140 109.22 14.5 123.72
"randsimple-1000-5" 1000 "All Vertices" 6 135 109.31 19.15 128.46
"randsimple-1000-29" 1000 "All Vertices" 6 145 109.1 18.99 128.1
"randsimple-1000-16" 1000 "All Vertices" 6 136 113.06 18.14 131.2
"randsimple-1000-13" 1000 "All Vertices" 6 140 119.75 19.01 138.77
"randsimple-1000-8" 1000 "All Vertices" 7 142 119.32 22.68 142
"randsimple-1000-2" 1000 "All Vertices" 5 143 107.82 15.29 123.1
"randsimple-1000-30" 1000 "All Vertices" 8 141 108.71 24.66 133.37
"randsimple-1000-20" 1000 "All Vertices" 11 133 115.34 34.21 149.56
"randsimple-1000-24" 1000 "All Vertices" 6 139 107.98 17.45 125.43
"randsimple-1000-12" 1000 "All Vertices" 7 134 132.25 26.49 158.73
"randsimple-1000-13" 1000 "Convex Vertices" 7 140 107.84 21.46 129.3
"randsimple-1000-11" 1000 "Convex Vertices" 7 142 108.45 22.33 130.77
"randsimple-1000-24" 1000 "Convex Vertices" 9 139 107.25 26.02 133.27
"randsimple-1000-6" 1000 "Convex Vertices" 9 146 108.18 30.2 138.38
"randsimple-1000-16" 1000 "Convex Vertices" 5 136 108.86 14.51 123.37
"randsimple-1000-17" 1000 "Convex Vertices" 5 135 106.3 14.06 120.36
"randsimple-1000-28" 1000 "Convex Vertices" 8 140 108.6 23.24 131.84
"randsimple-1000-2" 1000 "Convex Vertices" 7 143 107.05 21.33 128.38
"randsimple-1000-3" 1000 "Convex Vertices" 7 144 108.04 21.89 129.93
"randsimple-1000-27" 1000 "Convex Vertices" 5 142 108.2 15.62 123.82
"randsimple-1000-4" 1000 "Convex Vertices" 5 140 106.28 15.4 121.68
"randsimple-1000-12" 1000 "Convex Vertices" 10 134 107.28 28.21 135.5
"randsimple-1000-18" 1000 "Convex Vertices" 8 140 106.76 24.76 131.51
"randsimple-1000-21" 1000 "Convex Vertices" 6 135 106.69 17.58 124.27
"randsimple-1000-19" 1000 "Convex Vertices" 7 140 107.88 19.89 127.77
"randsimple-1000-10" 1000 "Convex Vertices" 7 137 108.12 22.05 130.17
"randsimple-1000-14" 1000 "Convex Vertices" 7 134 107.86 20.38 128.24
"randsimple-1000-5" 1000 "Convex Vertices" 9 135 106.46 27.16 133.62
"randsimple-1000-15" 1000 "Convex Vertices" 8 144 106.84 25.12 131.96
"randsimple-1000-7" 1000 "Convex Vertices" 13 137 108.97 40.16 149.13
"randsimple-1000-30" 1000 "Convex Vertices" 7 141 107.99 21.32 129.31
"randsimple-1000-1" 1000 "Convex Vertices" 5 136 109.6 14.64 124.24
"randsimple-1000-20" 1000 "Convex Vertices" 9 133 108.94 26.33 135.26
"randsimple-1000-8" 1000 "Convex Vertices" 8 142 108.91 24.67 133.58
"randsimple-1000-26" 1000 "Convex Vertices" 7 140 108.51 20.05 128.56
"randsimple-1000-9" 1000 "Convex Vertices" 7 134 108.18 20.33 128.51
"randsimple-1000-23" 1000 "Convex Vertices" 6 135 107.63 16.85 124.48
"randsimple-1000-25" 1000 "Convex Vertices" 12 143 107.84 39.63 147.47
"randsimple-1000-29" 1000 "Convex Vertices" 5 145 107.7 15.02 122.72
"randsimple-1000-22" 1000 "Convex Vertices" 8 137 108.38 24.67 133.04
"randsimple-1000-21" 1000 "Shadow AVPs" 1 135 121.72 3.12 124.84
"randsimple-1000-29" 1000 "Shadow AVPs" 1 145 122.34 3.36 125.7
"randsimple-1000-27" 1000 "Shadow AVPs" 1 142 121.98 3.36 125.34
"randsimple-1000-8" 1000 "Shadow AVPs" 1 142 123.33 3.48 126.81
"randsimple-1000-18" 1000 "Shadow AVPs" 1 140 122.06 3.45 125.51
"randsimple-1000-23" 1000 "Shadow AVPs" 1 135 121.74 3 124.74
"randsimple-1000-6" 1000 "Shadow AVPs" 1 146 122.76 3.57 126.33
"randsimple-1000-4" 1000 "Shadow AVPs" 1 140 120.61 3.37 123.98
"randsimple-1000-28" 1000 "Shadow AVPs" 1 140 120.79 3.2 123.99
"randsimple-1000-26" 1000 "Shadow AVPs" 1 140 121.25 3.11 124.36
"randsimple-1000-24" 1000 "Shadow AVPs" 1 139 120.3 3.08 123.38
"randsimple-1000-25" 1000 "Shadow AVPs" 1 143 125.5 3.6 129.09
"randsimple-1000-14" 1000 "Shadow AVPs" 1 134 123.06 3.16 126.22
"randsimple-1000-15" 1000 "Shadow AVPs" 1 144 120.94 3.42 124.36
"randsimple-1000-3" 1000 "Shadow AVPs" 1 144 122.81 3.35 126.16
"randsimple-1000-1" 1000 "Shadow AVPs" 1 136 121.51 3.11 124.62
"randsimple-1000-17" 1000 "Shadow AVPs" 1 135 120.58 3.09 123.67
"randsimple-1000-12" 1000 "Shadow AVPs" 1 134 120.56 3.1 123.66
"randsimple-1000-19" 1000 "Shadow AVPs" 1 140 120.13 3 123.14
"randsimple-1000-20" 1000 "Shadow AVPs" 1 133 124.14 3.15 127.29
"randsimple-1000-11" 1000 "Shadow AVPs" 1 142 123.37 3.37 126.74
"randsimple-1000-30" 1000 "Shadow AVPs" 1 141 122.08 3.26 125.34
"randsimple-1000-2" 1000 "Shadow AVPs" 1 143 120.82 3.44 124.26
"randsimple-1000-7" 1000 "Shadow AVPs" 1 137 124.05 3.37 127.42
"randsimple-1000-9" 1000 "Shadow AVPs" 1 134 122.58 3.23 125.81
"randsimple-1000-22" 1000 "Shadow AVPs" 1 137 123.14 3.2 126.33
"randsimple-1000-10" 1000 "Shadow AVPs" 1 137 122.03 3.32 125.35
"randsimple-1000-13" 1000 "Shadow AVPs" 1 140 121.84 3.37 125.2
"randsimple-1000-5" 1000 "Shadow AVPs" 1 135 120.7 3.21 123.91
"randsimple-1000-16" 1000 "Shadow AVPs" 1 136 123.57 3.28 126.86
"randsimple-1000-17" 1000 "Single Vertex" 45 135 105.9 54.46 160.35
"randsimple-1000-18" 1000 "Single Vertex" 29 140 106.1 51.84 157.95
"randsimple-1000-16" 1000 "Single Vertex" 29 136 109.7 45.99 155.69
"randsimple-1000-15" 1000 "Single Vertex" 32 144 106.53 48.15 154.68
"randsimple-1000-2" 1000 "Single Vertex" 36 143 108.21 58.8 167.01
"randsimple-1000-19" 1000 "Single Vertex" 29 140 107.3 33.93 141.23
"randsimple-1000-1" 1000 "Single Vertex" 30 136 107.05 46.5 153.55
"randsimple-1000-22" 1000 "Single Vertex" 40 137 108.04 57.01 165.05
"randsimple-1000-29" 1000 "Single Vertex" 22 145 122.39 34.8 157.19
"randsimple-1000-12" 1000 "Single Vertex" 31 134 106.92 46.34 153.26
"randsimple-1000-21" 1000 "Single Vertex" 40 135 105.78 60.43 166.2
"randsimple-1000-11" 1000 "Single Vertex" 32 142 107.54 41.02 148.56
"randsimple-1000-13" 1000 "Single Vertex" 30 140 106.97 43.11 150.08
"randsimple-1000-8" 1000 "Single Vertex" 39 142 108.36 55.48 163.85
"randsimple-1000-6" 1000 "Single Vertex" 75 146 107.16 80.21 187.37
"randsimple-1000-7" 1000 "Single Vertex" 35 137 108.16 46.02 154.18
"randsimple-1000-23" 1000 "Single Vertex" 36 135 107.08 40.83 147.91
"randsimple-1000-9" 1000 "Single Vertex" 31 134 107.46 45.92 153.38
"randsimple-1000-30" 1000 "Single Vertex" 22 141 107.54 34.59 142.13
"randsimple-1000-28" 1000 "Single Vertex" 31 140 107.69 36.8 144.49
"randsimple-1000-4" 1000 "Single Vertex" 34 140 105.9 53.41 159.3
"randsimple-1000-20" 1000 "Single Vertex" 34 133 108.42 45.64 154.06
"randsimple-1000-26" 1000 "Single Vertex" 28 140 107.73 40.82 148.55
"randsimple-1000-5" 1000 "Single Vertex" 66 135 105.68 80.91 186.59
"randsimple-1000-14" 1000 "Single Vertex" 23 134 107.07 39.81 146.87
"randsimple-1000-3" 1000 "Single Vertex" 28 144 107.32 39.7 147.02
"randsimple-1000-25" 1000 "Single Vertex" 34 143 107.25 55.18 162.43
"randsimple-1000-10" 1000 "Single Vertex" 43 137 106.84 61.04 167.88
"randsimple-1000-27" 1000 "Single Vertex" 29 142 107.48 43.41 150.89
"randsimple-1000-24" 1000 "Single Vertex" 32 139 107.94 49.96 157.9
"randsimple-1250-2" 1250 "All Vertices" 8 176 173.67 40.05 213.72
"randsimple-1250-24" 1250 "All Vertices" 9 168 174.84 39.25 214.09
"randsimple-1250-15" 1250 "All Vertices" 7 176 178.99 34.91 213.91
"randsimple-1250-12" 1250 "All Vertices" 6 174 172.87 28.52 201.39
"randsimple-1250-27" 1250 "All Vertices" 12 170 175.27 58.77 234.04
"randsimple-1250-17" 1250 "All Vertices" 5 172 217.95 23.91 241.86
"randsimple-1250-13" 1250 "All Vertices" 6 179 178.47 31.63 210.1
"randsimple-1250-23" 1250 "All Vertices" 8 178 173.9 41.05 214.95
"randsimple-1250-16" 1250 "All Vertices" 8 171 173.94 40.14 214.08
"randsimple-1250-21" 1250 "All Vertices" 6 173 175.8 30.12 205.92
"randsimple-1250-3" 1250 "All Vertices" 10 172 178.29 48.38 226.67
"randsimple-1250-7" 1250 "All Vertices" 6 167 173.51 27.64 201.15
"randsimple-1250-9" 1250 "All Vertices" 8 172 175.34 39.16 214.5
"randsimple-1250-18" 1250 "All Vertices" 6 170 173.06 28.89 201.95
"randsimple-1250-20" 1250 "All Vertices" 11 174 174.9 54.46 229.37
"randsimple-1250-14" 1250 "All Vertices" 8 181 174.74 43.42 218.16
"randsimple-1250-26" 1250 "All Vertices" 6 168 174.62 29.1 203.72
"randsimple-1250-30" 1250 "All Vertices" 6 166 173.74 27.83 201.58
"randsimple-1250-1" 1250 "All Vertices" 6 176 174.04 29.14 203.18
"randsimple-1250-19" 1250 "All Vertices" 7 172 173.96 33.7 207.65
"randsimple-1250-22" 1250 "All Vertices" 7 171 178.2 34.57 212.77
"randsimple-1250-25" 1250 "All Vertices" 7 171 177.19 32.68 209.87
"randsimple-1250-29" 1250 "All Vertices" 7 174 175.61 34.49 210.09
"randsimple-1250-8" 1250 "All Vertices" 7 175 176.36 33.66 210.02
"randsimple-1250-28" 1250 "All Vertices" 6 178 173.96 29.43 203.4
"randsimple-1250-6" 1250 "All Vertices" 7 175 174.28 34.03 208.31
"randsimple-1250-5" 1250 "All Vertices" 8 177 174.02 42.24 216.26
"randsimple-1250-10" 1250 "All Vertices" 8 173 175.83 39.94 215.77
"randsimple-1250-4" 1250 "All Vertices" 6 173 175.4 30.36 205.76
"randsimple-1250-11" 1250 "All Vertices" 6 169 175.52 27.7 203.22
"randsimple-1250-2" 1250 "Convex Vertices" 6 176 172.24 29.27 201.51
"randsimple-1250-19" 1250 "Convex Vertices" 7 172 172.56 32.86 205.43
"randsimple-1250-21" 1250 "Convex Vertices" 7 173 174.39 34.21 208.6
"randsimple-1250-7" 1250 "Convex Vertices" 7 167 173.62 31.83 205.45
"randsimple-1250-14" 1250 "Convex Vertices" 9 181 173.37 47.41 220.77
"randsimple-1250-13" 1250 "Convex Vertices" 8 179 174.2 41.75 215.96
"randsimple-1250-25" 1250 "Convex Vertices" 7 171 174.41 31.62 206.03
"randsimple-1250-30" 1250 "Convex Vertices" 7 166 172.36 32.33 204.7
"randsimple-1250-27" 1250 "Convex Vertices" 10 170 173.72 46.87 220.59
"randsimple-1250-26" 1250 "Convex Vertices" 7 168 171.37 33.32 204.69
"randsimple-1250-16" 1250 "Convex Vertices" 6 171 172.66 29.08 201.74
"randsimple-1250-10" 1250 "Convex Vertices" 9 173 173.91 43.24 217.15
"randsimple-1250-4" 1250 "Convex Vertices" 13 173 174.98 64.35 239.33
"randsimple-1250-12" 1250 "Convex Vertices" 9 174 171 42.41 213.4
"randsimple-1250-22" 1250 "Convex Vertices" 6 171 173.09 28.39 201.48
"randsimple-1250-24" 1250 "Convex Vertices" 12 168 173.74 52.12 225.86
"randsimple-1250-11" 1250 "Convex Vertices" 8 169 173.68 36.39 210.06
"randsimple-1250-6" 1250 "Convex Vertices" 7 175 172.68 33.07 205.75
"randsimple-1250-3" 1250 "Convex Vertices" 11 172 175.95 51.67 227.61
"randsimple-1250-8" 1250 "Convex Vertices" 9 175 174.99 41.87 216.86
"randsimple-1250-9" 1250 "Convex Vertices" 7 172 174.06 32.99 207.05
"randsimple-1250-23" 1250 "Convex Vertices" 10 178 172.65 48.82 221.47
"randsimple-1250-18" 1250 "Convex Vertices" 7 170 171.81 32.83 204.64
"randsimple-1250-17" 1250 "Convex Vertices" 8 172 174.12 38.72 212.84
"randsimple-1250-15" 1250 "Convex Vertices" 9 176 173.34 42.92 216.26
"randsimple-1250-5" 1250 "Convex Vertices" 8 177 173.03 41.1 214.13
"randsimple-1250-28" 1250 "Convex Vertices" 7 178 172.89 33.83 206.72
"randsimple-1250-20" 1250 "Convex Vertices" 10 174 173.57 48.19 221.75
"randsimple-1250-29" 1250 "Convex Vertices" 8 174 174.11 39.07 213.19
"randsimple-1250-1" 1250 "Convex Vertices" 6 176 172.86 28.59 201.45
"randsimple-1250-29" 1250 "Shadow AVPs" 1 174 192.04 5.28 197.31
"randsimple-1250-6" 1250 "Shadow AVPs" 1 175 192.62 5.11 197.73
"randsimple-1250-30" 1250 "Shadow AVPs" 1 166 192.92 4.92 197.83
"randsimple-1250-8" 1250 "Shadow AVPs" 1 175 193.1 5.12 198.22
"randsimple-1250-27" 1250 "Shadow AVPs" 1 170 194.52 5.25 199.77
"randsimple-1250-25" 1250 "Shadow AVPs" 1 171 194.51 4.82 199.33
"randsimple-1250-24" 1250 "Shadow AVPs" 1 168 190.87 4.6 195.47
"randsimple-1250-17" 1250 "Shadow AVPs" 1 172 196.75 5.14 201.89
"randsimple-1250-13" 1250 "Shadow AVPs" 1 179 196.04 5.71 201.75
"randsimple-1250-16" 1250 "Shadow AVPs" 1 171 195.72 5.4 201.12
"randsimple-1250-26" 1250 "Shadow AVPs" 1 168 193.4 5.17 198.57
"randsimple-1250-7" 1250 "Shadow AVPs" 1 167 194.72 4.88 199.61
"randsimple-1250-19" 1250 "Shadow AVPs" 1 172 192.46 5.2 197.66
"randsimple-1250-20" 1250 "Shadow AVPs" 1 174 191.98 5.12 197.09
"randsimple-1250-4" 1250 "Shadow AVPs" 1 173 196.28 5.18 201.47
"randsimple-1250-11" 1250 "Shadow AVPs" 1 169 195.26 5.01 200.27
"randsimple-1250-10" 1250 "Shadow AVPs" 1 173 219.63 5.29 224.92
"randsimple-1250-22" 1250 "Shadow AVPs" 1 171 193.63 5.26 198.88
"randsimple-1250-23" 1250 "Shadow AVPs" 1 178 193.73 5.27 199
"randsimple-1250-18" 1250 "Shadow AVPs" 1 170 192.15 5.23 197.38
"randsimple-1250-1" 1250 "Shadow AVPs" 1 176 193.32 5.16 198.48
"randsimple-1250-14" 1250 "Shadow AVPs" 1 181 196.24 5.88 202.12
"randsimple-1250-9" 1250 "Shadow AVPs" 1 172 193.22 5.1 198.32
"randsimple-1250-2" 1250 "Shadow AVPs" 1 176 192.32 5.28 197.6
"randsimple-1250-28" 1250 "Shadow AVPs" 1 178 193.82 5.17 198.99
"randsimple-1250-5" 1250 "Shadow AVPs" 1 177 195.72 5.64 201.36
"randsimple-1250-3" 1250 "Shadow AVPs" 1 172 194.99 5.06 200.05
"randsimple-1250-21" 1250 "Shadow AVPs" 1 173 195.68 5.3 200.98
"randsimple-1250-15" 1250 "Shadow AVPs" 1 176 192.16 5.17 197.33
"randsimple-1250-12" 1250 "Shadow AVPs" 1 174 191.02 5 196.03
"randsimple-1250-5" 1250 "Single Vertex" 46 177 172.15 99.76 271.91
"randsimple-1250-13" 1250 "Single Vertex" 57 179 173.46 90.57 264.03
"randsimple-1250-28" 1250 "Single Vertex" 37 178 171.6 91.69 263.28
"randsimple-1250-24" 1250 "Single Vertex" 40 168 172.91 82.07 254.97
"randsimple-1250-27" 1250 "Single Vertex" 41 170 173 109.31 282.31
"randsimple-1250-3" 1250 "Single Vertex" 38 172 175.19 81.58 256.77
"randsimple-1250-26" 1250 "Single Vertex" 47 168 170.33 103.78 274.11
"randsimple-1250-25" 1250 "Single Vertex" 49 171 174.08 109.36 283.44
"randsimple-1250-8" 1250 "Single Vertex" 41 175 176.34 92.73 269.07
"randsimple-1250-23" 1250 "Single Vertex" 41 178 171.69 89.65 261.34
"randsimple-1250-12" 1250 "Single Vertex" 53 174 170.08 123.2 293.28
"randsimple-1250-20" 1250 "Single Vertex" 37 174 172.91 94.86 267.77
"randsimple-1250-1" 1250 "Single Vertex" 37 176 171.87 72.26 244.13
"randsimple-1250-11" 1250 "Single Vertex" 40 169 172.67 88.59 261.26
"randsimple-1250-30" 1250 "Single Vertex" 36 166 171.48 81.47 252.96
"randsimple-1250-22" 1250 "Single Vertex" 28 171 172.08 58.48 230.56
"randsimple-1250-9" 1250 "Single Vertex" 36 172 172.96 81.35 254.31
"randsimple-1250-14" 1250 "Single Vertex" 48 181 172.66 105.13 277.79
"randsimple-1250-29" 1250 "Single Vertex" 37 174 173.37 89.47 262.83
"randsimple-1250-17" 1250 "Single Vertex" 39 172 172.84 61.28 234.12
"randsimple-1250-6" 1250 "Single Vertex" 54 175 171.89 115.3 287.19
"randsimple-1250-15" 1250 "Single Vertex" 34 176 172.41 86.15 258.56
"randsimple-1250-4" 1250 "Single Vertex" 46 173 173.28 86.85 260.13
